Date,Product_ID,Price,Quantity_Sold,Sale_Country_Code
5/23/2022 17:55,1092,25.21,83,DE
3/28/2023 18:02,1049,34.52,35,US
8/21/2022 7:09,1011,48.02,20,DE
10/19/2020 4:43,1056,47.64,23,UK
9/16/2020 7:38,1065,26.67,61,AU
1/26/2023 11:40,1048,38.16,23,AU
8/6/2022 19:20,1005,40.55,86,DE
7/1/2022 8:43,1007,31.03,14,US
2/16/2022 8:39,1071,33.57,58,US
5/12/2023 22:01,1075,22.21,53,US
10/25/2021 21:38,1036,47.31,84,AU
1/10/2022 21:22,1054,36.01,50,CA
9/27/2022 10:56,1100,30.3,39,AU
11/23/2022 12:24,1076,42.44,69,AU
7/17/2020 19:30,1008,36.08,50,AU
9/13/2023 16:53,1034,29.84,48,AU
2/18/2022 15:44,1056,43.75,67,AU
2/28/2022 18:21,1069,35.35,9,DE
2/24/2020 5:46,1030,42.59,58,AU
8/28/2020 7:16,1100,44.62,17,US
1/20/2020 3:02,1081,41,14,US
9/28/2021 15:19,1091,22.29,10,UK
10/17/2023 14:03,1077,28.42,60,DE
3/23/2021 1:17,1030,42.93,36,AU
3/6/2021 3:58,1037,47.17,67,CA
4/18/2022 7:31,1011,28.64,60,AU
10/15/2020 23:53,1019,37.25,59,DE
6/18/2020 16:38,1092,28.82,77,DE
12/21/2020 3:15,1094,24.97,27,CA
8/20/2022 17:25,1080,27.56,1,DE
3/17/2023 23:31,1063,48.81,23,UK
3/15/2020 2:25,1074,20.09,82,AU
8/31/2023 23:22,1064,24.13,59,UK
4/26/2021 2:49,1069,41.03,60,CA
11/3/2023 22:47,1060,28.31,9,UK
4/17/2021 15:01,1011,48.09,61,UK
7/21/2023 9:10,1069,33.99,44,DE
11/13/2021 15:22,1019,30.82,7,CA
4/4/2022 14:01,1007,24.34,45,DE
10/28/2021 7:26,1064,33.37,50,DE
9/26/2022 14:21,1024,21.54,99,AU
10/19/2020 9:51,1039,23.41,71,US
9/11/2023 3:53,1027,29.84,91,US
10/20/2021 12:44,1079,29.46,28,AU
8/27/2022 18:06,1037,48.06,47,AU
12/26/2021 14:19,1014,31.51,34,UK
8/22/2021 1:54,1015,37.76,18,UK
11/24/2020 22:27,1056,31.63,17,DE
10/6/2021 1:23,1051,23.43,18,UK
2/7/2020 22:02,1020,22.5,87,CA
5/13/2023 22:15,1049,27.94,2,DE
5/7/2023 18:42,1032,28.72,6,UK
6/20/2022 7:15,1056,28.45,60,AU
1/11/2021 18:00,1093,33.63,12,US
1/6/2023 18:56,1020,48.26,77,CA
10/4/2023 19:11,1071,46.3,85,DE
7/20/2022 15:49,1056,28.72,70,UK
2/15/2020 19:30,1036,41.14,46,UK
10/19/2021 11:15,1043,23.49,51,AU
9/17/2020 7:34,1056,32.42,45,DE
1/12/2023 16:22,1008,26.22,19,DE
3/24/2023 3:01,1076,48.54,84,DE
2/3/2020 17:56,1070,27.43,38,US
8/2/2022 19:00,1062,35.74,70,DE
12/16/2021 20:21,1065,27.53,4,CA
12/20/2023 13:39,1019,48.45,11,US
12/1/2021 2:23,1081,31.91,2,US
8/18/2020 3:41,1044,40.24,53,UK
2/21/2020 1:14,1075,35.18,64,US
3/17/2023 11:13,1097,36.9,73,CA
9/6/2021 5:55,1075,43.33,26,CA
5/9/2021 17:19,1030,45.47,86,DE
4/9/2022 3:27,1075,32.1,6,DE
4/2/2023 20:50,1100,31.04,86,CA
4/24/2022 9:17,1030,39.64,83,DE
11/10/2023 3:00,1040,44.2,96,UK
3/22/2021 14:26,1017,22.67,85,US
7/7/2021 12:39,1044,26.87,6,US
6/16/2022 18:26,1019,22.47,85,US
12/6/2020 14:06,1074,47.19,74,DE
12/18/2023 2:45,1066,41.44,56,AU
11/2/2020 9:35,1045,32.08,67,DE
5/18/2021 3:33,1080,45.88,87,UK
5/14/2022 1:10,1033,22.58,41,AU
5/7/2020 12:00,1039,40.69,67,DE
10/9/2020 16:31,1079,35.54,80,US
6/14/2020 17:08,1016,29.62,14,AU
5/30/2021 12:20,1010,40.52,64,DE
6/5/2020 7:19,1037,41.1,77,US
7/16/2023 19:34,1041,20.04,29,DE
4/15/2020 14:56,1061,21.72,93,US
2/23/2022 16:12,1072,35.05,12,CA
9/30/2020 12:41,1013,42.97,63,UK
5/25/2021 8:01,1035,29.41,94,UK
9/6/2021 11:23,1049,20.48,86,AU
3/27/2023 23:20,1021,42.54,76,DE
7/25/2020 13:59,1082,45.98,90,CA
4/9/2020 23:23,1077,48.25,77,CA
7/23/2021 13:08,1052,39.82,19,CA
12/29/2021 10:21,1024,36.1,52,US
1/27/2022 17:22,1012,37.22,14,CA
1/22/2020 15:09,1045,21.67,76,AU
4/12/2021 2:49,1038,24.62,48,CA
4/9/2020 23:24,1005,28.07,78,DE
2/26/2023 19:48,1067,26.03,23,CA
6/23/2023 19:05,1022,40.02,69,AU
8/19/2021 12:06,1096,32.7,68,UK
6/4/2021 9:43,1096,43.51,19,UK
9/14/2021 10:30,1043,32.75,83,AU
5/22/2022 22:55,1009,41.78,79,UK
8/12/2020 14:34,1019,21.81,3,AU
1/29/2022 0:08,1071,39.92,1,DE
9/2/2020 14:27,1020,20.3,6,US
3/15/2022 14:02,1029,46.14,10,UK
5/19/2022 6:04,1073,31.45,20,UK
5/23/2023 18:23,1030,20.36,13,CA
3/10/2021 19:12,1094,29.12,48,CA
9/25/2020 17:24,1084,39.29,14,AU
12/1/2021 19:01,1022,39.37,78,US
4/19/2020 4:19,1079,39.8,39,DE
10/25/2023 15:32,1066,40.8,74,AU
9/1/2020 14:21,1007,38.39,18,CA
5/6/2021 21:38,1066,31.09,44,AU
2/7/2023 4:03,1056,22.25,19,US
4/2/2023 14:05,1065,33.14,25,AU
9/27/2022 13:47,1001,36.09,96,US
7/17/2020 12:58,1074,41.14,44,US
4/27/2020 19:58,1096,29.53,13,DE
5/13/2021 21:33,1072,39.57,13,AU
12/22/2023 12:05,1038,35.16,43,US
1/21/2023 4:09,1012,26.73,13,DE
2/10/2022 15:42,1029,24.07,59,DE
2/6/2020 4:07,1008,43.34,39,US
10/8/2023 10:56,1025,24.98,33,UK
5/19/2023 13:26,1069,24.79,4,US
1/24/2022 14:16,1062,34.47,87,DE
7/19/2023 2:53,1021,35.34,84,CA
3/15/2021 9:32,1064,38.83,9,UK
5/25/2022 11:54,1032,26.04,20,UK
6/29/2022 1:40,1093,29.2,84,US
4/10/2022 11:58,1013,43.22,18,AU
8/24/2022 20:20,1061,35.84,33,DE
9/12/2023 12:12,1030,34.68,86,US
9/8/2023 8:42,1050,47.02,70,CA
2/21/2020 9:22,1040,47.39,23,US
6/7/2020 20:04,1020,25.74,61,AU
4/3/2023 5:41,1095,22.53,91,AU
1/22/2022 5:50,1061,30.12,68,CA
8/23/2021 1:29,1054,45.23,63,DE
12/15/2020 14:14,1001,47.44,76,UK
6/7/2020 7:51,1060,25.68,33,UK
9/4/2021 9:08,1083,32.87,9,US
9/5/2020 2:38,1058,39.44,33,UK
3/1/2022 7:43,1007,47.25,53,UK
8/8/2021 17:39,1100,43.62,22,US
4/20/2021 17:40,1076,25.65,99,CA
12/30/2020 16:13,1058,43.28,96,AU
4/19/2020 17:03,1073,34.7,6,AU
10/18/2021 17:07,1025,21.15,89,US
3/17/2023 10:27,1034,28.24,98,CA
10/30/2023 16:20,1052,42.42,71,DE
9/23/2021 1:51,1032,28.48,13,DE
4/9/2023 17:13,1054,48.74,75,CA
12/25/2023 13:40,1050,39.55,23,UK
7/26/2021 3:32,1079,20.59,29,DE
12/3/2020 22:19,1053,40.01,44,US
11/27/2020 15:22,1081,37.76,71,US
5/15/2023 9:10,1001,38.06,69,US
8/14/2022 19:43,1060,31.17,66,US
3/2/2020 18:04,1088,31.93,30,CA
10/18/2021 12:32,1010,34.16,86,CA
4/8/2021 7:30,1026,30.52,83,US
5/3/2020 7:37,1068,36.54,23,AU
12/25/2021 2:16,1073,27.37,19,DE
6/16/2021 7:13,1040,24.34,39,AU
8/24/2021 15:06,1032,44.67,31,US
2/24/2020 13:46,1059,34.58,81,CA
1/15/2020 19:57,1085,25.72,77,DE
4/21/2022 22:15,1002,44.33,24,DE
10/26/2020 9:41,1057,42.99,81,DE
10/14/2020 0:08,1044,30.87,79,CA
11/27/2020 9:18,1079,42.65,42,CA
10/3/2020 9:08,1015,28.98,83,DE
12/13/2023 14:27,1014,45.15,88,CA
9/11/2023 15:21,1015,25.61,42,CA
6/12/2023 18:15,1027,34.2,84,UK
11/21/2022 23:24,1086,33.1,90,UK
4/10/2023 17:12,1058,31.23,51,CA
5/18/2021 12:59,1039,27.28,42,AU
9/10/2020 12:30,1024,30.11,6,AU
10/28/2020 11:35,1057,33.04,80,CA
11/13/2020 14:44,1096,28.09,74,UK
2/8/2020 12:28,1013,30.52,30,UK
12/6/2023 12:34,1082,46.73,94,DE
10/21/2020 1:03,1009,22.02,25,CA
11/27/2023 7:15,1060,45.36,95,DE
1/28/2023 17:30,1004,29.74,63,CA
2/13/2021 8:38,1080,38.07,31,DE
1/27/2020 23:26,1025,32.1,66,DE
1/12/2023 14:04,1052,39.44,40,UK
10/17/2021 1:16,1005,34.54,78,CA
10/8/2020 12:41,1075,23.14,87,UK
3/14/2021 21:41,1037,24.34,15,US
1/13/2021 1:10,1068,46.56,18,DE
4/17/2020 3:48,1067,29.77,22,UK
7/21/2021 19:44,1052,25,47,UK
1/26/2021 11:17,1076,47.25,30,CA
12/18/2022 15:47,1099,41.14,93,US
5/29/2020 13:57,1033,44.65,51,AU
12/18/2023 21:49,1069,38.37,80,DE
11/11/2020 0:53,1042,42.02,78,UK
11/3/2021 13:37,1051,22.77,12,US
11/22/2023 7:34,1084,39.22,9,UK
8/10/2020 8:35,1073,36.34,74,US
3/28/2022 1:29,1043,34.1,4,DE
10/25/2020 0:51,1049,43.56,52,CA
6/13/2023 22:26,1086,23.36,56,AU
8/26/2020 4:11,1001,21.53,14,UK
7/7/2022 0:48,1009,29.71,22,US
8/3/2022 1:09,1070,22.51,64,DE
9/27/2020 20:04,1091,38.05,53,CA
3/25/2020 15:52,1052,25.14,20,DE
1/26/2020 12:39,1007,44.25,79,US
7/11/2022 19:04,1084,28.09,70,CA
6/8/2021 2:31,1003,21.26,43,CA
1/19/2023 0:31,1035,37.23,1,US
3/15/2021 5:46,1037,29.5,38,DE
5/7/2020 2:32,1013,36.77,21,US
11/28/2023 21:30,1013,45.64,97,US
12/25/2021 11:30,1035,42.93,97,UK
9/27/2020 0:02,1071,45.12,57,DE
5/16/2021 19:43,1084,26.74,80,AU
7/15/2021 8:51,1072,41.62,55,US
9/17/2020 20:08,1099,37.72,59,CA
1/18/2020 11:22,1088,36.39,32,DE
3/10/2023 2:28,1081,31.12,21,CA
6/30/2020 12:33,1008,37.51,34,DE
4/7/2020 5:23,1091,26.86,68,US
9/22/2020 2:09,1011,29.43,1,AU
11/14/2020 1:43,1063,36.51,55,UK
11/22/2020 9:25,1074,31.07,48,CA
4/23/2020 11:35,1054,35.46,34,US
9/17/2023 12:00,1044,37.16,82,AU
5/14/2021 14:35,1018,28.92,6,CA
11/29/2022 17:11,1075,42.74,1,CA
4/13/2021 22:46,1009,41.99,75,US
10/1/2020 12:11,1086,43.66,94,DE
7/9/2023 0:46,1033,37.11,34,US
9/10/2020 1:47,1011,48.42,32,UK
1/23/2023 2:52,1017,43.64,84,CA
7/6/2022 14:08,1014,20.36,53,UK
3/7/2022 23:00,1052,25.81,58,US
7/12/2023 0:26,1050,44.12,50,CA
7/9/2021 23:08,1020,34.88,32,UK
11/10/2020 22:29,1063,46.9,50,DE
11/14/2020 2:18,1029,42.7,18,DE
12/24/2020 7:14,1046,41.99,66,UK
6/19/2023 5:50,1025,35.43,84,DE
1/16/2023 14:16,1003,24.61,27,CA
11/15/2020 7:25,1059,22.56,68,US
3/17/2020 18:51,1008,24.18,1,UK
7/8/2020 17:38,1097,30.71,63,US
12/13/2021 21:41,1092,20.77,78,DE
8/5/2023 14:40,1036,44.58,10,AU
7/9/2021 17:05,1096,25.21,49,CA
6/3/2023 1:23,1058,28.63,20,US
3/21/2020 0:33,1009,32.76,7,US
9/30/2020 8:25,1025,35.18,8,AU
7/1/2023 6:51,1060,30.46,93,US
5/24/2021 23:53,1007,46.95,85,US
5/23/2023 17:02,1092,43.79,79,CA
9/28/2021 3:05,1099,24.05,8,DE
10/29/2022 5:51,1058,46.19,41,US
